ma_san_pham,ten_san_pham,avg_so_sao,total_positive,total_negative,most_popular_positive_word,most_popular_negative_word,mo_ta
100160021,Kem Chống Nắng Vichy Có Màu Thoáng Mịn Ngăn Sạm Da 50ml,4.266666666666667,24,2,"tốt, ổn, thích, nhanh, rất_tốt, rất_thích, chất_lượng","không_hợp, không_thích, thất_vọng, tệ","Kem Chống Nắng Vichy Capital Soleil 3 in 1 SPF50+ 50ml là sản phẩm kem chống nắng đến từ thương hiệu Vichy - Pháp. Sản phẩm có khả năng chống nắng, chống tia UVA, UVB, chỉ số SPF50+ nhằm bảo vệ làn da khỏi tác hại của ánh nắng mặt trời. Bên cạnh đó, sản phẩm còn giúp chống ô nhiễm và bụi mịn, chức năng 3 trong 1 rất tiện lợi.
Kem Chống Nắng Vichy Capital Soleil 3 in 1 SPF50+ hiện đã có tại Hasaki với 3 phân loại:
Kem Chống Nắng Vichy Capital Soleil Anti-Dark Spot 3-In-1 SPF50+ Thoáng Mịn Ngăn Sạm Da Có Màu 50ml
Kem Chống Nắng Vichy Capital Soleil Anti-Ageing 3-In-1 SPF50 Bảo Vệ & Giảm Các Dấu Hiệu Lão Hóa 50ml
Kem Chống Nắng Vichy Capital Soleil Mattifying 3 in 1 SPF50+ Chống Bụi Mịn Cho Da Dầu Mụn 50ml
Thông tin sản phẩm:
1. Kem Chống Nắng Vichy Capital Soleil Anti-Dark Spot 3-In-1 SPF50+ Thoáng Mịn Ngăn Sạm Da Có Màu 50ml
Kem Chống Nắng Vichy Capital Soleil Anti-Dark Spot 3-In-1 SPF50+ là sản phẩm dành cho tình trạng da sạm, xỉn màu, đốm sắc tố. Công thức sử dụng màng lọc chống nắng tối ưu giúp bảo vệ da trước tia UVA và UVB, cùng thành phần chính từ Phe-Resorcinol và nước khoáng núi lửa Vichy nuôi dưỡng da hiệu quả, ngăn ngừa sạm da, giảm thâm nám. Sản phẩm có màu nhẹ giúp che phủ khuyết điểm tự nhiên.
  *Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
100160022,Kem Chống Nắng Vichy Thoáng Nhẹ Không Bóng Dầu SPF 50 50ml,4.066666666666666,11,3,"tốt, thích, ổn, nhanh",không_thích,"Kem Chống Nắng Vichy Capital Soleil Dry Touch Protective Face Fluid SPF50 UVB+UVA là sản phẩm kem chống nắng dành cho da hỗn hợp, da dầu đến từ thương hiệu dược mỹ phẩm Vichy. Với màng lọc Mexoryl SX - XL® độc quyền và chỉ số chống nắng SPF 50 giúp bảo vệ da trước tác hại của tia UVB và tia UVA. Dạng kem không màu, không gây bết dính hay nhờn rít, thông thoáng lỗ chân lông mà vẫn cung cấp đủ độ ẩm cho da sau khi thoa.
  *Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
100180080,Kem Dưỡng Avène Hỗ Trợ Khôi Phục Hàng Rào Bảo Vệ Da 40ml,5.0,1,0,,,"Kem Dưỡng Avène Hỗ Trợ Khôi Phục Hàng Rào Bảo Vệ Da Tolerance Control Soothing Skin Recovery Cream là phiên bản cải tiến hoàn toàn mới của dòng kem dưỡng Skin Recovery Cream đến từ thương hiệu dược mỹ phẩm Avène.
Công thức với hoạt chất độc quyền giúp hỗ trợ phục hồi hàng rào bảo vệ da, đồng thời làm dịu tức thì tình trạng da mẩn đỏ, khô căng, bỏng rát và ngứa. Kết cấu kem mỏng nhẹ phù hợp sử dụng hằng ngày. Bao bì vô trùng độc quyền bảo đảm sản phẩm không chứa chất bảo quản với đầu bơm cải tiến hiện đại và tiện dụng,  đảm bảo an toàn và lành tính cho làn da nhạy cảm.
  *Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
100180089,Kem Dưỡng Avène Giảm Khô Ngứa Cho Da Viêm Thể Tạng 200ml,4.5,2,0,"tốt, ổn, phục_hồi",,"Kem Dưỡng Avène XeraCalm AD Lipid-Replenishing Cream Giảm Khô Ngứa Cho Da Viêm Thể Tạng là sản phẩm kem dưỡng đến từ thương hiệu dược mỹ phẩm Eau Thermale Avène. Chứa thành phần độc đáo, tác động trực tiếp vào các điểm khô ngứa trên da, giúp giảm kích ứng, ngứa da nhưng vẫn làm da ẩm mịn. Đồng thời, sản phẩm được sản xuất theo công nghệ D.E.F.I độc quyền trong môi trường vô trùng, giúp sản phẩm trở nên cực an toàn cho làn da rất nhạy cảm, da viêm thể tạng, khô ngứa. Sản phẩm chứa lượng lớn nước khoáng Avene giúp làm dịu da, chống kích ứng.
Hiện sản phẩm Kem Dưỡng Avène XeraCalm AD Lipid-Replenishing Cream 200ml đã có mặt tại Hasaki.




*Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
100180113,Kem Dưỡng Bioderma Hỗ Trợ Phục Hồi Da Tổn Thương 40ml,4.36,20,2,"tốt, thích, cải_thiện, ổn, chân_ái, siêu_đỉnh, phục_hồi","không_thích, tệ, kinh_khủng, kém","Kem Dưỡng Bioderma Phục Hồi Da Tổn Thương 40ml là sản phẩm kem dưỡng đến từ thương hiệu mỹ phẩm Bioderma của Pháp, tăng cường tốc độ phục hồi làn da hư tổn nhanh gấp 3 lần bình thường so với không sử dụng. Cicabio Crème+ cực kì lành tính đối với làn da dễ kích ứng, đồng thời cải thiện hiệu quả cấu trúc da hư tổn sau mụn hay sau quá trình xâm lấn (lăn kim/ peel/ laser…).
Hiện sản phẩmKem Dưỡng Bioderma Phục Hồi Da Tổn Thương 40ml đã có mặt tại Hasaki với 2 phiên bản: 
Kem Dưỡng Bioderma Cicabio Crème Hỗ Trợ Phục Hồi Da Tổn Thương 40ml (Bản cũ)
Kem Dưỡng Bioderma Cicabio Crème+ Phục Hồi Da Tổn Thương Và Ngừa Sẹo 40ml (Bản mới)
  *Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
100180148,Kem Dưỡng Bioderma Giúp Se Khít Lỗ Chân Lông 30ml,4.733333333333333,14,0,"tốt, chân_ái, nhanh, cải_thiện, rất_tốt, thích, rất_thích",chậm,"Kem Dưỡng Bioderma Sébium Pore Refiner là sản phẩm kem dưỡng chuyên biệt dành cho làn da dầu, lỗ chân lông to đến từ thương hiệu dược mỹ phẩm Bioderma. Với kết cấu mỏng nhẹ, thẩm thấu tức thì, sản phẩm giúp tạo lớp lót trên bề mặt da giúp che phủ lỗ chân lông, hỗ trợ cân bằng bã nhờn đồng thời giúp làm giảm kích thước lỗ chân lông, để lại làn da khô thoáng sau khi sử dụng. Đặc biệt phù hợp cho da dầu và da mụn.
 
*Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
100190059,"[Mini] Gel Rửa Mặt La Roche-Posay Dành Cho Da Dầu, Nhạy Cảm 50ml",4.382978723404255,77,12,"tốt, sạch, rất_tốt, thích, ổn, chân_ái, chất_lượng","chậm, không_hợp, khó_chịu, không_thích, chán, kém, mắc","Gel Rửa Mặt La Roche-Posay Effaclar Purifying Foaming Gel For Oily Sensitive Skin là dòng sản phẩm sữa rửa mặt chuyên biệt dành cho làn da dầu, mụn, nhạy cảm đến từ thương hiệu dược mỹ phẩm La Roche-Posay nổi tiếng của Pháp, với kết cấu dạng gel tạo bọt nhẹ nhàng giúp loại bỏ bụi bẩn, tạp chất và bã nhờn dư thừa trên da hiệu quả, mang đến làn da sạch mịn, thoáng nhẹ và tươi mát. Công thức sản phẩm an toàn, lành tính, giảm thiểu tình trạng kích ứng đối với làn da nhạy cảm.
 

*Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
100190183,Nước Tẩy Trang Nivea Kiểm Soát Nhờn 200ml,4.2727272727272725,9,2,"ổn, sạch, tốt",hạn_chế,"NIVEA Micellar Water là dòng sản phẩm nước tẩy trang dưỡng da đến từ thương hiệu NIVEA - một trong những nhãn hàng làm sạch da mặt hàng đầu châu Âu.
Với công nghệ tẩy trang Mixen, nước tẩy trang NIVEA dễ dàng làm sạch và loại bỏ hiệu quả lớp trang điểm khó trôi mà không cần chà xát mạnh hay rửa lại với nước. Đặc biệt, công thức sản phẩm hoàn toàn không chứa cồn và hương liệu, paraben, silicone, dầu khoáng, do đó an toàn cho mọi loại da, kể cả da nhạy cảm.


Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
100210014,Tẩy Da Chết Paula’s Choice 5% AHA Cho Da Thường Khô 50ml,4.642857142857143,13,1,"mềm_mịn, thích",thất_vọng,"Tẩy Tế Bào Chết Paula’s Choice 5% AHA Làm Mềm Da Resist Daily Smoothing Treatment 5% AHA là sản phẩm tẩy tế bào chết hóa học đến từ thương hiệu dược mỹ phẩm Paula's Choice, chứa nồng độ 5% AHA phù hợp cho làn da thường đến khô, giúp loại bỏ tế bào chết và thúc đẩy tái tạo tế bào da mới, khôi phục lại vẻ ngoài tươi trẻ và rạng rỡ, đồng thời làm sáng và đều màu da, hỗ trợ mờ đốm nâu và nếp nhăn li ti. 
Hiện Tẩy Tế Bào Chết Paula’s Choice Resist Daily Smoothing Treatment 5% AHA đã có mặt tại Hasaki với 2 dung tích cho bạn lựa chọn:
10ml (trial size)
50ml (full size)
 




Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
100210015,"Serum Timeless Hyaluronic Acid Cấp Nước, Dưỡng Ẩm Da 30ml",4.5,9,1,"tốt, rất_tốt, cải_thiện, nhanh","không_tốt, không_đáng","Timeless Hyaluronic Acid Serum 100% Pure là dòng sản phẩm serum dưỡng da đến từ thương hiệu Timeless nổi tiếng của Mỹ, chứa 1% Hyaluronic Acid giúp cấp nước và bổ sung độ ẩm cho da căng mọng, mịn màng, cải thiện hiệu quả tình trạng da khô thô ráp, đồng thời hỗ trợ xóa mờ các nếp nhăn nông & nếp nhăn li ti. 
Hyaluronic Acid là thành phần hoạt chất nổi tiếng trong chăm sóc da với khả năng giữ nước gấp 1000 lần trọng lượng của chính nó. Timeless Hyaluronic Acid Serum 100% Pure chứa nồng độ 1% Hyaluronic Acid - nồng độ cao nhất trong việc duy trì độ ẩm cho da, sẽ là giải pháp lý tưởng dành cho mọi loại da, từ da khô thiếu ẩm cho đến da dầu thiếu nước, giúp cấp ẩm hiệu quả mà không gây cảm giác nhờn dính.
Tinh Chất Timeless Hyaluronic Acid Serum 100% Pure Cấp Nước, Dưỡng Ẩm Da hiện đã có mặt tại Hasaki với 3 dung tích: 30ml, 60ml, 240ml.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
100210016,"Serum Timeless HA + Vitamin C Cấp Ẩm, Làm Sáng Da 30ml",4.2,8,1,"hiệu_quả, tốt, chất_lượng, ổn, thích","thất_vọng, tệ, quá_tệ","Timeless Hyaluronic Acid + Vitamin C Serum là sản phẩm tinh chất dưỡng da đến từ thương hiệu Timeless, với sự kết hợp giữa Hyaluronic Acid và Vitamin C mang đến công thức serum lý tưởng dành cho làn da dầu, giúp cung cấp độ ẩm mạnh mẽ và làm sáng da, ngăn ngừa lão hóa hiệu quả, đồng thời bổ sung dưỡng chất và làm mờ các nếp nhăn.
Tinh Chất Cấp Ẩm, Làm Sáng Da Timeless Hyaluronic Acid + Vitamin C Serum 30ml hiện đã có mặt tại Hasaki.

*Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
100210020,Bút Chấm Eucerin Chuyên Biệt Mờ Đốm Nâu & Thâm Nám 5ml,4.526315789473684,17,2,"hiệu_quả, tốt, cải_thiện, chất_lượng, rất_tốt, ấn_tượng, rẻ","thất_vọng, dị_ứng","Tinh Chất Chuyên Biệt Giảm Thâm Nám Eucerin UltraWHITE+ SPOTLESS Spot Corrector là tinh chất dành cho da đang gặp vấn đề tăng sắc tố của thương hiệu dược mỹ phẩm Eucerin. Công thức chứa hoạt chất độc quyền Thiamidol giúp làm giảm và ngăn ngừa các vết thâm nám quay trở lại một cách hiệu quả. Đặc biệt hơn, với thiết kế dạng bút chấm, sản phẩm dễ dàng tác động lên những vùng da thâm nám - đốm nâu nhỏ trên mặt hoặc tay, cho hiệu quả chính xác và tối ưu nhất.
 

*Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
100210023,Serum Timeless Vitamin B5 Làm Dịu & Phục Hồi Da 30ml,4.978260869565218,46,0,"tốt, phục_hồi, ổn, rất_tốt, tuyệt_vời, hài_lòng, hiệu_quả","tệ, dị_ứng","Timeless Vitamin B5 Serum là sản phẩm tinh chất (serum) dưỡng da đa công dụng đến từ thương hiệu Timeless nổi tiếng của Mỹ, với công thức lỏng nhẹ, không chứa dầu, giúp làm dịu và hỗ trợ phục hồi làn da đang gặp vấn đề. Công thức chứa thành phần Vitamin B5 có tác dụng thúc đẩy chữa lành các tổn thương do mụn, làm giảm mẩn đỏ và giảm thiểu sẹo, hỗ trợ khôi phục hàng rào bảo vệ tự nhiên của da. Kết hợp cùng thành phần Hyaluronic Acid cấp nước và cân bằng độ ẩm cho làn da sáng khỏe.
Tinh Chất Làm Dịu & Phục Hồi Da Timeless Vitamin B5 Serum 30ml hiện đã có mặt tại Hasaki.



*Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
100220009,Sữa Rửa Mặt St.Ives Tẩy Tế Bào Chết Trà Xanh & Than Tre 170g,4.62,45,2,"tốt, sạch, thích, ổn, rẻ, hiệu_quả, rất_tốt","hạn_chế, dị_ứng, kinh_khủng, tệ","Sữa Rửa Mặt Tẩy Tế Bào Da Chết St.Ives 170g là dòng sản phẩm sữa rửa mặt có hạt đến từ thương hiệu St.Ives giúp nhẹ nhàng loại bỏ lớp tế bào chết sần sùi, mang lại cho bạn làn da sáng mịn, mềm mại và rạng rỡ. Sữa rửa mặt được chiết xuất từ thành phần tự nhiên với các mùi hương dịu nhẹ, nhẹ nhàng làm sạch lỗ chân lông.
Dòng sản phẩm Sữa Rửa Mặt Tẩy Tế Bào Da Chết St.Ives 170g chính hãng từ Unilever hiện đã có mặt tại Hasaki với các loại: 
Sữa rửa mặt tẩy tế bào chết ngừa mụn chiết xuất Trái Mơ St.Ives Acne Control Scrub Apricot: Nhẹ nhàng làm sạch bụi bẩn, lấy đi những tế bào chết là nguyên nhân làm bít lỗ chân lông gây ra mụn và các vấn đề về da. Giúp tẩy da chết, làm sạch sâu mà không gây kích ứng da, cho bạn làn da tươi mới, mịn màng và tràn đầy sức sống, ngăn ngừa sản sinh mụn.
Sữa rửa mặt tẩy tế bào chết tươi mát chiết xuất Trái Mơ St.Ives Fresh Skin Scrub Apricot: Giúp làn da sáng mịn, ngăn ngừa sản sinh mụn. Sau khi sử dụng bạn sẽ cảm nhận được làn da mềm mại và tươi mát.
Sữa rửa mặt tẩy tế bào chết chiết xuất Cafe và Dừa St.Ives Energizing Scrub Coconut & Coffee: Bổ sung độ ẩm và làm mềm da, tăng cường dưỡng chất cho da thêm sáng khỏe, hạn chế mẫn cảm, sưng đỏ do mụn gây ra, giúp da khỏe mạnh, mịn màng, trắng sáng rạng rỡ hơn, sạch mụn.
Sữa rửa mặt tẩy tế bào chết ngừa mụn chiết xuất Trà Xanh St.Ives Blackhead Clearing Green Tea Scrub: Nhẹ nhàng làm sạch mụn đầu đen và làm dịu da ửng đỏ, tổn thương do mụn. Thanh lọc da, làm giảm kích ứng và mẩn đỏ do mụn gây ra, giúp da khỏe mạnh, mịn màng.
Sữa rửa mặt tẩy tế bào chết chiết xuất Bơ và Mật Ong St.Ives Soft Skin Avocado & Honey Scrub: là giải pháp tuyệt vời giúp làm sạch da một cách nhẹ nhàng nhất, nhưng cũng đồng thời loại bỏ tạp chất và bã nhờn trên da sau một ngày dài, mang đến cho bạn cảm giác nhẹ nhàng, tươi mới.
Sữa rửa mặt tẩy tế bào chết chiết xuất Hoa Hồng & Lô Hội St.Ives Gentle Smoothing Scrub Rose Water & Aloe Vera: Nhẹ nhàng lấy đi lớp tế bào chết cứng đầu, mang lại cho bạn làn da mịn màng, sáng xinh như những cánh hoa hồng. Sản phẩm có chứa 100% bột óc chó tự nhiên cùng bộ cánh hoa hồng nghiền mịn, tất cả thành phần được làm từ thiên nhiên an toàn cho mọi làn da.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng."
