ma_san_pham,text,text_token,label
100210014,thích êm,thích êm,2
422203645,dịu nhẹ ổn áp_nè ổn dịu nhẹ mát chê nước_lã dịu_rửa không_vấn_đề,dịu nhẹ ổn áp_nè ổn dịu nhẹ mát_chê nước_lã dịu_rửa không_vấn_đề,2
204100018,ẩn_tròi hiệu_quả kiên_trì cải_thiện đẹp kiên_trì công_đoạn chúc,ẩn_tròi hiệu_quả kiên_trì cải_thiện đẹp kiên_trì công_đoạn chúc,2
422211276,mê tốt đẹp xịn đổi mê xịn,mê tốt_đẹp xịn đổi mê xịn,2
345800002,mịn chưa_ tạm ổn,mịn chưa_ tạm ổn,2
422211276,không_bằng tự_vã nhẹ_nhàng tốt ngoài_trời tốt mụn_ẩn,không_bằng tự_vã nhẹ_nhàng tốt ngoài_trời tốt mụn_ẩn,2
224100009,hằng ổn hạt_dẻ sạch_ý,hằng ổn hạt_dẻ sạch_ý,2
422207808,lựa_chọn cảm_thán giá_thành kết_hợp nhẹ_nhàng dễ_chịu tuyệt_cú mèo chăm_ngọn tóc gội ẩm mềm qtrong thơm thư_giãn nhắm ưng ủng_hộ,lựa_chọn cảm_thán giá_thành kết_hợp nhẹ_nhàng dễ_chịu tuyệt_cú mèo chăm_ngọn tóc gội ẩm_mềm qtrong_thơm thư_giãn nhắm ưng ủng_hộ,2
422216990,không_quá hợp không_đour không_chống cân_nhắc mịn đọ căng,không_quá hợp không_đour không_chống cân_nhắc mịn đọ căng,2
204100018,ổn_áp thâm giảm bớt chân_lông khít tổng_quan láng_mịn thích mê lâu_dài,ổn_áp thâm_giảm bớt chân_lông khít tổng_quan_láng_mịn thích mê lâu_dài,2
318900009,tốt thắm cải_thiện mềm mượt cẩn_thận,tốt thắm cải_thiện mềm mượt_cẩn_thận,2
422203979,trễ thích,trễ thích,2
222600030,rít đợi kết_quả,rít đợi kết_quả,2
204100018,cực kì_thích thoáng bớt mụn_ẩn nhờn,cực kì_thích thoáng bớt mụn_ẩn nhờn,2
204900145,tốt đừng hằng rát khử,tốt đừng hằng rát khử,2
226200031,kích_ứng tróc treatment rát,kích_ứng tróc treatment rát,2
204900145,mát_rửa khoái ổn mụn_đỡ hẳn í,mát_rửa khoái ổn mụn_đỡ hẳn í,2
248100018,thơm dịu mát tươi_sáng hẳn viêm,thơm dịu mát_tươi_sáng hẳn viêm,2
343100029,nhẹ sạch tốt chấm,nhẹ sạch tốt chấm,2
222600057,mềm hỗn_hợp ổn đẹp,mềm hỗn_hợp_ổn đẹp,2
422204795,sạch không_cảm_giác chuẩn sợ kích_ứng,sạch không_cảm_giác chuẩn sợ kích_ứng,2
345800002,tốt cẩn_thận,tốt cẩn_thận,2
358300001,xịn tặng,xịn tặng,2
204900013,kém không_tin nổi thất_vọng,kém không_tin nổi thất_vọng,0
422203449,chấm toàn bể kịp giảm chấm giảm thâm đỡ trị_thâm thâm,chấm toàn bể kịp giảm chấm giảm thâm_đỡ trị_thâm thâm,2
422216990,hồng thích_dã ưng không_thì,hồng thích_dã ưng không_thì,2
253900009,dịu xuất_má tốt hợp_lý,dịu xuất_má tốt hợp_lý,2
357100008,hình_giá liên_hệ,hình_giá liên_hệ,2
213300003,kiềm nhẹ bổ rẻ,kiềm nhẹ bổ rẻ,2
213300016,mụn_xài hợp ổn,mụn_xài hợp ổn,2
100180113,không_thích_chất bết_rít nặng_mặt,không_thích_chất bết_rít nặng_mặt,1
422218283,sự_dụng cảm_sạch,sự_dụng cảm_sạch,2
422211231,rư nhẹ nhẹ đổ dầu_nhá,rư nhẹ nhẹ đổ dầu_nhá,2
318900002,không_hề_kích_ứng không_liên_tục hiệu_quả dần thâm căng mịn tốt rẻ,không_hề_kích_ứng không_liên_tục hiệu_quả dần thâm_căng mịn tốt rẻ,2
377400001,mịn rát ưng dương_hehe giả,mịn rát ưng dương_hehe giả,2
422217292,ưng vô_dạ tặng kèm,ưng vô_dạ tặng kèm,2
343100024,đổ thơm_không_biết không_nên tư_vấn,đổ thơm_không_biết không_nên tư_vấn,2
345800027,tức dán hiệu_quả tầm bóc nhân_mụn không_sạch giảm nhẹ chưa_lên,tức dán hiệu_quả tầm bóc nhân_mụn không_sạch giảm nhẹ chưa_lên,2
224100019,nhờn_rít,nhờn_rít,2
422203302,lâm_lun dập không_bị êm,lâm_lun dập không_bị êm,2
308500015,bình_thường không_đáng,bình_thường không_đáng,0
422204884,cocon hợp vừa_phải tặng_dưỡng thích,cocon hợp vừa_phải tặng_dưỡng thích,2
422202579,bí sạm,bí sạm,1
422209053,trọn sạch giảm chấp_nhận,trọn sạch giảm chấp_nhận,2
204100003,rít không_quá xuất_sắc ổn thích,rít không_quá xuất_sắc ổn thích,2
253900006,nhẹ tựa không_bị tốt tốt ủng_hộ,nhẹ tựa không_bị tốt tốt ủng_hộ,2
371600006,serum_dưỡng,serum_dưỡng,2
422204795,cứu đổi,cứu đổi,2
204100023,khỏe giảm,khỏe giảm,2
422204795,tốt giúp sạch nhờn tự_nhiên lý_tưởng,tốt giúp sạch nhờn tự_nhiên lý_tưởng,2
100210023,uy_tín suốt nhẹ không_có,uy_tín suốt nhẹ không_có,2
100210023,tốt nặng_kích_ứng khỏe thành,tốt nặng_kích_ứng khỏe thành,2
345800009,chất nhờn_rít tháo,chất nhờn_rít tháo,2
422201090,thơm đỡ thâm_quầng đáng,thơm đỡ thâm_quầng đáng,2
222600030,nước_dưỡng không_dễ ổn lột rát không_bị,nước_dưỡng không_dễ ổn lột rát không_bị,2
422209444,thích dễ không_quá tối_ưu,thích dễ không_quá tối_ưu,2
222600006,nổi_tiếng làm_đẹp,nổi_tiếng làm_đẹp,2
331300023,hỗn_hợp ưng sữa_lỏng nhẹ tự_nhiên sạch không_cồn gắn_bó,hỗn_hợp ưng sữa_lỏng nhẹ tự_nhiên sạch không_cồn gắn_bó,2
318900012,tặng không_đâu hẫng,tặng không_đâu hẫng,2
248700034,ổn đỡ giảm,ổn đỡ giảm,2
204900013,tốt mãi ưng_ý lưu_ý vỗ_nhẹ êm vón động_tác miết sạch vỗ_nhẹ miết khắc_phục nhược_điểm dặm bớt mồ_hôi chấm đừng miết miết vón,tốt mãi ưng_ý lưu_ý vỗ_nhẹ êm_vón động_tác miết sạch vỗ_nhẹ miết khắc_phục nhược_điểm dặm bớt mồ_hôi chấm đừng miết miết vón,2
100240016,cũ bớt tốt giảm cám,cũ bớt tốt giảm cám,2
422202629,thích căng mướt tốt,thích căng mướt tốt,2
422206645,kích_ứng nổi,kích_ứng nổi,2
204100013,siêu_ưng khô_sần mốc,siêu_ưng khô_sần mốc,2
422206806,không_sạch,không_sạch,1
343100029,săn tốt sạch dịu nhẹ không_khô rát thích sạch,săn tốt sạch dịu nhẹ không_khô rát thích sạch,2
345800001,không_biết_nhiêu ẩn trọn thích rửa_mặt sạch,không_biết_nhiêu ẩn_trọn thích rửa_mặt sạch,2
422211501,nhờn nổi dịu nhẹ sạch khó không_bị,nhờn nổi_dịu nhẹ sạch khó không_bị,2
232500001,khả_năng tốt nồng,khả_năng tốt nồng,2
100240016,đẩy toàn mụn_viêm còi,đẩy toàn mụn_viêm còi,2
422205629,đắp nặn,đắp nặn,2
331300023,dở_tệ khó_tán chân_ái,dở_tệ khó_tán chân_ái,0
422204795,sạch căng tốt đẩy chút_ít sạch thơm dịu nhẹ thích,sạch căng tốt đẩy chút_ít sạch thơm_dịu nhẹ thích,2
418800002,kèm kiềm đợi đổ không_finish ổn,kèm kiềm đợi đổ không_finish ổn,2
422219400,nhẹ đổ_xô xông chất dịu hẳn nốt sưng dậy bớt,nhẹ đổ_xô xông_chất dịu hẳn nốt sưng dậy bớt,2
248700035,không_thích_hợp cho_phép,không_thích_hợp cho_phép,2
224100007,tặng cười,tặng cười,2
214000001,không_thâm,không_thâm,0
422207283,giảm hỗn_hợp dầu_hơi,giảm hỗn_hợp dầu_hơi,2
422203146,viết ẩm sợ bí_hơi bết mốc ẩm mịn nhẹ tốt không_điểm màu_xíu tốt,viết ẩm_sợ bí_hơi bết mốc ẩm_mịn nhẹ tốt không_điểm màu_xíu tốt,2
422204902,thơm lỏng,thơm lỏng,2
343100041,tốt mềm treatment kén skincare ổn foam,tốt mềm treatment_kén skincare ổn foam,2
422206583,nma rát độ_ẩm nên,nma rát độ_ẩm nên,2
253900004,không_trị nhắc phục_hồi dịu mịn khỏe thích lành_tính tốt tối_ngày yên_tịnh khỏe giảm,không_trị nhắc phục_hồi dịu mịn khỏe thích lành_tính tốt tối_ngày yên_tịnh khỏe giảm,2
318900012,gắn_bó lâu_dài,gắn_bó lâu_dài,2
343700002,dưỡng tốt cũ mướt mát dậy đổ không_phải_dầu mướt dừng chưa_,dưỡng tốt cũ mướt mát dậy đổ không_phải_dầu mướt dừng chưa_,2
213300043,thơm mát gọn gọn rẻ,thơm mát gọn gọn rẻ,2
204000059,liên_tục,liên_tục,0
248700035,xịn dưỡng_ẩm không_bị_bí,xịn dưỡng_ẩm không_bị_bí,2
422211501,sài_hợp,sài_hợp,2
253900005,nhẹ sạch dịu ko toàn đổ toàn tốt cực_kỳ đáng,nhẹ sạch dịu ko toàn đổ toàn tốt cực_kỳ đáng,2
422202168,đóng_gói cẩn_thận mê_thực_sự rửa_táp mê,đóng_gói cẩn_thận_mê_thực_sự rửa_táp mê,2
256700011,tuyệt_vời trông ưng tuyệt_vời,tuyệt_vời trông ưng tuyệt_vời,2
256700017,mọc hiệu_quả,mọc hiệu_quả,2
217300001,hợp_lý tưa,hợp_lý tưa,2
422217292,nhẹ_nhàng chút_xíu thoáng hẳn tiếp,nhẹ_nhàng chút_xíu thoáng hẳn tiếp,2
100210023,tốt ổn căng,tốt ổn căng,2
422202569,ẩm_ẩm không_gặp_kích_ứng,ẩm_ẩm không_gặp_kích_ứng,2
422207736,hũ khó đau,hũ khó đau,2
422214672,không_thích không_ưng giặt,không_thích không_ưng giặt,2
422207812,ổok vô_cùng,ổok vô_cùng,2
100210020,không_hiệu_quả thất_vọng,không_hiệu_quả thất_vọng,0
217300001,thích xù,thích xù,2
318900002,đổi tích_cực,đổi tích_cực,2
422220080,hộp không_có_hộp bọc đầy_đủ,hộp không_có_hộp bọc đầy_đủ,1
422207413,óng thích cực nhẹ học ổn,óng thích cực nhẹ học ổn,2
318900011,klairs_mướt căng bớt đổ,klairs_mướt căng bớt đổ,2
422203449,chấm trơ_trơ không_hiệu nguyên_bình,chấm trơ_trơ không_hiệu nguyên_bình,1
224100009,thường_xuyên hợp_lý thắc_mắc,thường_xuyên hợp_lý thắc_mắc,2
253900009,mịn hẳn mát,mịn hẳn mát,2
204100023,nhạt giảm thâm_mụn mụn_ưng không_bôi không_sẽ rát châm_chích,nhạt giảm thâm_mụn mụn_ưng không_bôi không_sẽ rát châm_chích,2
422216416,tốt tốt bật đổ tệp vỗ_tí tán dễ,tốt tốt bật đổ tệp vỗ_tí_tán dễ,2
318900002,chưa_biết cảm_nhận tốt tốt không_như bám bám dễ_chịu nóng nhẹ nhẹ căng hết_mình,chưa_biết cảm_nhận tốt tốt không_như bám bám dễ_chịu nóng nhẹ nhẹ căng hết_mình,2
422216416,tày không_có tặng,tày không_có tặng,2
422209663,tốt bết,tốt bết,2
249500019,đắt rẻ ưng nhẹ dễ_tán nhẹ,đắt rẻ ưng nhẹ dễ_tán nhẹ,2
248700035,vón_cục serum_dưỡng vón tróc cố_gắng tán vón nhẹ thoáng không_như tư_vấn,vón_cục serum_dưỡng vón tróc cố_gắng_tán vón nhẹ thoáng không_như tư_vấn,1
100210023,hài_lòng yêu,hài_lòng yêu,2
345800015,rùi thâm tốt,rùi thâm tốt,2
422207413,không_quá nồng hợp không_bị_kích,không_quá nồng_hợp không_bị_kích,2
237800005,tốt hút vừa_phải,tốt hút vừa_phải,2
331300023,tốt đẹp dễ nên,tốt_đẹp dễ nên,2
318900002,chân_ái mê mê tốn chân_thành,chân_ái mê_mê tốn chân_thành,2
224100008,vừa_phải căng,vừa_phải căng,2
377400002,thích_hợp dịu sưng,thích_hợp dịu sưng,2
422219400,hiệu_quả lỏng hiệu_quả giá_cả,hiệu_quả lỏng hiệu_quả giá_cả,2
318900019,mát tốt,mát tốt,2
318900012,tặng không_đâu,tặng không_đâu,2
422216416,không_như_đợi,không_như_đợi,1
248700053,viêm kiên_trì trị thâm_cái,viêm kiên_trì_trị thâm_cái,2
345800001,dễ nổi đỡ hẳn thâm_đâu hợp ổn,dễ nổi đỡ hẳn thâm_đâu_hợp ổn,2
237800005,mềm nhẹ,mềm nhẹ,2
201600072,ổn hẳn xạo không_dạ bước_đầu nhờn đỡ dần công_dụng ổn không_bàn viết tí đọc vãi,ổn hẳn xạo không_dạ bước_đầu nhờn đỡ dần công_dụng ổn không_bàn viết tí đọc vãi,2
422221764,chưa_kết_quả buồn,chưa_kết_quả buồn,0
422212330,mãi hời,mãi hời,2
422211549,cảm đen chân_lông trộm_vía không_mụn không_bắt đen đen trông luôn_ý không_nữa,cảm đen chân_lông trộm_vía không_mụn không_bắt đen đen trông luôn_ý không_nữa,1
422211640,mịn không_bị,mịn không_bị,2
248700055,hỗn_hợp lâu_tầm đáng,hỗn_hợp lâu_tầm đáng,2
318900010,thích dịu nhẹ chấm,thích dịu nhẹ chấm,2
224100009,sạch nên dễ đổ nhờn không_làm_kích_ứng,sạch nên dễ đổ nhờn không_làm_kích_ứng,2
422207413,nhiệt_tình thích không_ưng tông ổn văn_phòng,nhiệt_tình thích không_ưng_tông ổn văn_phòng,2
371600006,rõ_ràng trải_nghiệm,rõ_ràng trải_nghiệm,2
422208238,căng đẹp đợi,căng đẹp đợi,2
223600026,thân_thiện tốt rẻ,thân_thiện tốt rẻ,2
213300003,ưng_thấm,ưng_thấm,2
223600032,thiệt tiếp kiên_trì lâu_dài,thiệt tiếp kiên_trì lâu_dài,2
422214342,niacinamide tư_vấn nồng_độ ổn tốt,niacinamide tư_vấn nồng_độ ổn tốt,2
343100029,sạch sâu_dịu nhẹ chứa giúp sạch bẩn không_cồn nhẹ chứa dịu nhẹ ẩm_mịn mát sạch rát_kích_ứng chấm bác_sĩ kê,sạch sâu_dịu nhẹ chứa giúp sạch bẩn không_cồn nhẹ chứa dịu nhẹ ẩm_mịn mát sạch rát_kích_ứng chấm bác_sĩ kê,2
222600006,tế_bào nhẹ dịu không_gây giúp làn mềm nhẹ_dịu không_làm đau rát sưng cặn giả kích_ứng dịu nhẹ thích_hợp,tế_bào nhẹ dịu không_gây giúp làn mềm nhẹ_dịu không_làm đau rát sưng cặn giả kích_ứng dịu nhẹ thích_hợp,2
422200182,đi_lại sưng cực_kỳ tốt,đi_lại sưng cực_kỳ tốt,2
422214340,hợp hài_lòng nhập,hợp hài_lòng nhập,2
204100018,yên_tâm thích giảm kết_hợp treatment giúp giảm thâm chân_lông ngăn,yên_tâm thích giảm kết_hợp treatment giúp giảm thâm_chân_lông ngăn,2
357100004,rẻ ẩm_ổn châm chích nhẹ cân_nhắc,rẻ ẩm_ổn châm chích nhẹ cân_nhắc,1
422212361,mỏng nhẹ tệp tốt đẹp ưng hợp_lí nồng,mỏng nhẹ_tệp tốt_đẹp ưng hợp_lí nồng,2
422202569,thành rát đỡ ngờ cảm đáng bảo_hợp,thành rát đỡ ngờ_cảm đáng bảo_hợp,1
377400001,sạch đánh sạch sâu không_makeup sạch nhẹ dịu rát đặc_trưng thơm_thoảng ưng,sạch đánh sạch sâu không_makeup sạch nhẹ dịu rát đặc_trưng thơm_thoảng ưng,2
204100054,phết nhẹ_nhàng không_bị,phết nhẹ_nhàng không_bị,2
251900024,siêu_xịn,siêu_xịn,2
422204777,hỗn_hợp nhẹ đánh,hỗn_hợp nhẹ đánh,2
256700001,thơm chất mịn kết_hợp mềm mịn,thơm chất mịn kết_hợp mềm mịn,2
214000001,khó nóng ẩm_bôi,khó nóng ẩm_bôi,1
345800002,cực rẻ bọc kỹ không_dành chưa_thể nêu,cực rẻ bọc kỹ không_dành chưa_thể nêu,2
204900013,thích không_bị xức đẹp ổn_áp,thích không_bị xức đẹp ổn_áp,2
200400004,hời tặng tặng mượn đth đăng_nhập trả_lời không_trả trả_lời nhắn hẹn nói_chuyện,hời tặng tặng mượn đth đăng_nhập trả_lời không_trả trả_lời nhắn hẹn nói_chuyện,2
422203300,mềm êm rẻ,mềm êm_rẻ,2
211300002,lỏng hạt_dẻ dịu đắp,lỏng hạt_dẻ dịu đắp,2
318900002,tốt lọ nặn thâm,tốt lọ nặn thâm,2
422207799,không_có sạch ổn không_có nồng_xíu nên organic ổn,không_có sạch ổn không_có nồng_xíu nên organic ổn,2
422209443,tích_hợp hồng chả thèm đánh,tích_hợp hồng_chả thèm đánh,2
422203301,mỏng mềm hợp_lý,mỏng mềm hợp_lý,2
308500001,không_gây đau trôi căng,không_gây đau trôi căng,2
422214146,tuýp_ý ẩm cân_bằng bổ rẻ,tuýp_ý ẩm_cân_bằng bổ rẻ,2
377400001,cực thích mịn giảm sát rát makeup cực sạch í chấm_điểm cười cười_cười,cực thích mịn giảm sát rát makeup cực sạch í chấm_điểm cười cười_cười,2
100220035,dễ đầy_đủ,dễ đầy_đủ,2
308100018,đẹp khó_chịu dầu_đau châm_chít đắp mềm mướt chủ_nhật,đẹp khó_chịu dầu_đau châm_chít đắp mềm mướt chủ_nhật,2
308500001,siêu_thơm,siêu_thơm,2
308900002,tốt chân_lông,tốt chân_lông,2
377400002,bổ_rẻ lành_tính không_hắc cũ,bổ_rẻ lành_tính không_hắc cũ,2
248700042,thích âm,thích âm,2
222600057,kết_hợp không_đủ_ẩm mềm mịn căng ság trộn,kết_hợp không_đủ_ẩm mềm mịn căng ság trộn,2
422202629,ưng dễ kích_ứng cảm_nhận,ưng dễ kích_ứng cảm_nhận,2
248700102,sạch sâu thích,sạch sâu thích,2
377400002,thích bớt hẳn tặng kèm,thích bớt hẳn tặng kèm,2
308100018,mơi châm_chít nóng nóng ổn,mơi châm_chít nóng nóng_ổn,2
100210023,hiệu_quả bình_dân nên,hiệu_quả bình_dân nên,2
422211231,ame tặng mê mịn thích xỉu tặng dán,ame tặng mê mịn thích xỉu tặng dán,2
318900002,không_vấn_đề căng chân_ái không_làm thất_vọng,không_vấn_đề căng chân_ái không_làm thất_vọng,2
422208242,chậm nhẹ lành_tính,chậm nhẹ lành_tính,2
422202569,chúc,chúc,2
253900005,tốt ổn dễ cực thoáng_mặt không_bị,tốt ổn dễ cực thoáng_mặt không_bị,2
204100003,tiết_nhờn bắt eucerin yên_tâm đẹp tốt,tiết_nhờn bắt eucerin yên_tâm đẹp tốt,2
422200306,đừng nên,đừng nên,0
100220035,châm_chích sự_dụng hiệu_quả,châm_chích sự_dụng hiệu_quả,2
422204906,chuyển_tẩy sạch nhiêu,chuyển_tẩy sạch_nhiêu,2
422207736,mát đắp đỡ hẳn thích,mát đắp đỡ hẳn thích,2
249500014,kháng_dầu mồ_hôi,kháng_dầu mồ_hôi,2
345800015,dịu cải_thiện,dịu cải_thiện,2
100220035,đẹp tặng,đẹp tặng,2
377400001,không_rành thắc_mắc không_cần_rửa ổn sạch makeup không_sạch nổi chấm,không_rành thắc_mắc không_cần_rửa ổn sạch makeup không_sạch nổi chấm,2
422200236,chất_lượng ủng_hộ lâu_dài,chất_lượng ủng_hộ lâu_dài,2
422214340,đỡ bí,đỡ bí,2
248700035,lắc mỏi chất_đặc dịu dịu nhẹ_hợp bôi_mặt hợp tím,lắc mỏi chất_đặc dịu dịu nhẹ_hợp bôi_mặt_hợp tím,2
213300064,tốt không_bị khô_rít,tốt không_bị khô_rít,2
422203979,tuýp vô_thưởng vô_phạt không_có,tuýp vô_thưởng vô_phạt không_có,1
100220035,đổi châm_chít trở cực_kì êm,đổi châm_chít trở_cực_kì êm,2
204100013,tốt nhma_xài hiệu_quả tróc giảm hơi_rích khó phủ_nhận độ tốt đem,tốt nhma_xài hiệu_quả tróc giảm hơi_rích khó phủ_nhận_độ tốt đem,2
357100008,đợi dễ_thương,đợi dễ_thương,2
422207629,viêm hiệu_quả vừa_vệ sạch yên_tâm,viêm hiệu_quả vừa_vệ sạch yên_tâm,2
243300007,tạm không_xuất_sắc,tạm không_xuất_sắc,1
318900011,săn hời shope mãi ủng_hộ,săn hời shope mãi ủng_hộ,2
231100005,mịn tốt đá phục_hồi_chóng,mịn tốt đá phục_hồi_chóng,2
253900010,ổn hợp_lý,ổn hợp_lý,2
422209444,lót cực đẹp độ_ẩm mềm nhẹ ghê,lót cực đẹp độ_ẩm mềm nhẹ ghê,2
422204231,trở_lại rẻ hợp dạng thiên_dầu tùy giúp dừng đốm nâu ổn dậy mịn,trở_lại rẻ_hợp dạng thiên_dầu tùy giúp dừng đốm nâu ổn dậy mịn,2
422208181,đặt_hàng gói thân_thiện chưa_xài vọng ổn kèm thích,đặt_hàng gói thân_thiện chưa_xài_vọng ổn kèm thích,2
331300023,hỗn_hợp ổn nhẹ,hỗn_hợp ổn nhẹ,2
422220606,toàn không_tốt thất_vọng_xíu,toàn không_tốt thất_vọng_xíu,2
211300002,rẻ hằng,rẻ hằng,2
214000001,thâm đỡ sạch,thâm_đỡ sạch,1
422204795,mịn tốt dịu nhẹ,mịn tốt dịu nhẹ,2
100280011,vô_thưởng vô phạt,vô_thưởng vô phạt,2
422212870,tuyệt_vời nhều không_chê,tuyệt_vời nhều không_chê,2
422216416,chê vón,chê vón,0
422208181,chậm không_cải_thiện,chậm không_cải_thiện,2
422204576,hạn ngắn tốt,hạn ngắn tốt,2
100210023,hợp khảo không_quá đặc cầm rớt nhẹ không_đâu,hợp khảo_không_quá đặc_cầm rớt nhẹ không_đâu,2
422202580,tốt hẳn đáng,tốt hẳn đáng,2
318900019,đặc màng dịu tốt kết_hợp xẹp liền,đặc_màng dịu tốt kết_hợp xẹp liền,2
331300023,trắng_bệt cực_kì kém trắng_bệt cực_trì không_khuyết_điểm hợp,trắng_bệt cực_kì kém trắng_bệt cực_trì không_khuyết_điểm_hợp,0
422218746,cơ_bản nổi_trội,cơ_bản nổi_trội,1
248700102,hài_lòng chưa_sự khác_biệt,hài_lòng chưa_sự khác_biệt,1
355500010,công_dụng mịn chịu đắp mát,công_dụng mịn chịu đắp mát,2
422202629,hỗn_hợp ngủ quạt nằm máy_lạnh không_đủ căng,hỗn_hợp ngủ quạt nằm máy_lạnh không_đủ căng,2
224100022,trải dễ nhũ sạch mướt nữâa,trải dễ nhũ sạch mướt nữâa,2
223600026,sạch không_bị rát nên,sạch không_bị rát nên,2
318900002,nhẹ kết_hợp tập_sài nóng nóng_nhẹ đổi kiên_trì tiếp,nhẹ kết_hợp tập_sài nóng_nóng_nhẹ đổi kiên_trì tiếp,2
422209841,khó_chịu bớt nhăn nám,khó_chịu bớt nhăn nám,2
377400001,nhẹ bì đúng_đắn nước_tẩy sửa không_sạch cảnh_xài tốt,nhẹ bì đúng_đắn nước_tẩy sửa không_sạch cảnh_xài tốt,2
200500283,thành_phần,thành_phần,2
318900002,hỏng không_hài_lòng,hỏng không_hài_lòng,0
422204576,ổn sạch kích_ứng dịu nhẹ rẻ đơn_giản đẹp xịt xịt dễ hư lỡ rớt,ổn sạch kích_ứng dịu nhẹ rẻ đơn_giản đẹp xịt_xịt dễ hư lỡ rớt,2
251900019,thích căng đắp,thích căng đắp,2
345800003,sử_sụng cải_thiện trình skincare kèm đất_sét tốt đổi_trình không_rõ giúp cải_thiện ẩn bớt mịn,sử_sụng cải_thiện trình skincare kèm đất_sét tốt đổi_trình không_rõ giúp cải_thiện_ẩn bớt mịn,2
422219400,viêm tưởng hợp_lý đáng đầu_tư,viêm tưởng hợp_lý đáng đầu_tư,2
345800015,list minimize pores chủ_yếu chất ổn pump_vệ bớt láng cân_nhắc lợi,list minimize pores chủ_yếu chất ổn pump_vệ bớt láng cân_nhắc_lợi,2
343700002,dưỡng tốt,dưỡng tốt,2
422208238,oxi hóa căng trông,oxi hóa căng trông,2
222600052,hài_lòng sạch lắn ưng,hài_lòng sạch lắn ưng,2
204900013,niêm_yết,niêm_yết,2
249500019,hoạt_động,hoạt_động,2
204100054,tốt sạch nhờn dịu sửa,tốt sạch nhờn dịu sửa,2
318900011,tốt cãi liền,tốt cãi liền,2
248700003,thâm mịn thích_giá tiên,thâm mịn thích_giá tiên,2
201600198,vón_cục khó_chịu chắc_không_hợp,vón_cục khó_chịu chắc_không_hợp,2
422200342,hỗn_hợp tím không_bị tróc,hỗn_hợp tím không_bị tróc,2
351700026,sạch mịn_tưng,sạch mịn_tưng,2
422210445,cải_tiến hẳn hại khoáng bổ sót sạch nhiên trừ ẩm,cải_tiến hẳn_hại khoáng bổ_sót sạch_nhiên trừ ẩm,2
293500050,nổi ẩn liền tiếc đắt,nổi ẩn liền tiếc đắt,1
422204795,dầu_rửa dễ_chịu tốt không_bị giảm,dầu_rửa dễ_chịu tốt không_bị giảm,2
422205345,rẻ rít tối ẩm tốt thâm chưa_ sẵn không_nhìn bật_tông,rẻ rít tối ẩm tốt thâm_chưa_ sẵn không_nhìn bật_tông,2
222600052,chất_lượng xứng_đáng,chất_lượng xứng_đáng,2
422209262,mềm mịn hẳn,mềm mịn hẳn,2
100210023,kích_ứng ngứa ngưng không_còn_ngứa tốt dịu nhẹ phục_hồi không_những_không_bí thông_thoáng,kích_ứng ngứa ngưng không_còn_ngứa tốt dịu nhẹ phục_hồi không_những_không_bí thông_thoáng,2
422209094,không_qoắn_cục tốt làm_việc,không_qoắn_cục tốt làm_việc,2
422207812,mịn_màng cợn rẻ,mịn_màng cợn rẻ,2
422209053,kết_hợp đáng đồng_tiền hời,kết_hợp đáng đồng_tiền hời,2
249500004,siêu_đẹp căng mịn,siêu_đẹp căng mịn,2
422206248,tốt nồng_chút ổn,tốt nồng_chút ổn,2
318900011,đặt_hàng không_có tặng,đặt_hàng không_có tặng,2
345800008,tốt căng kích_ứng,tốt căng kích_ứng,2
100240016,đen mê hiệu_quả,đen mê hiệu_quả,2
204100070,liền rát cố không_cảm lạnh phục_hồi kết,liền rát_cố không_cảm lạnh phục_hồi kết,1
422212100,lạnh bóng_dầu mụn_ẩn,lạnh bóng_dầu mụn_ẩn,2
345800003,bết tạm ổn,bết tạm ổn,2
100210015,tốt hợp hợp sợ không_đủ độ_ẩm nhớt,tốt hợp_hợp sợ không_đủ độ_ẩm nhớt,2
422212100,vón_cục nhẹ,vón_cục nhẹ,2
358300002,siêu lỳ,siêu lỳ,2
100220035,thiệt_sự,thiệt_sự,2
422212360,nhẹ thích thoáng mịn lọc đối_ổn nhẹ đô_bha tạm ổn aply_không_để vón_rít nặng_mặt tạm ổn vượt_trội,nhẹ thích thoáng mịn lọc đối_ổn nhẹ đô_bha tạm ổn aply_không_để vón_rít nặng_mặt tạm ổn vượt_trội,2
201600198,trắng_thích ngờ nhầm thơm hồng tán tốt nhẹ nặng_mặt mịn dễ_tán tệp,trắng_thích ngờ nhầm thơm hồng_tán tốt nhẹ nặng_mặt mịn dễ_tán tệp,2
345800001,giảm_giá mã,giảm_giá mã,2
422220469,giả đừng không_liên_hệ nhắn_tin không_trả,giả đừng không_liên_hệ nhắn_tin không_trả,0
358300002,mặt_trời riết nghiện không_thích siêu_ưng tốt tông kết_hợp trắng_cực,mặt_trời riết nghiện không_thích siêu_ưng tốt_tông kết_hợp trắng_cực,2
308100023,tự_nhiên cứng_cáp khóa không_đổ công_dụng nhẹ_nhàng waterprof chuyên_dụng,tự_nhiên cứng_cáp khóa không_đổ công_dụng nhẹ_nhàng waterprof chuyên_dụng,2
345800002,không_mọi,không_mọi,2
422207283,treatment mãi chân_ái siêu_dầu không_ưng vón đổ khô_ráo nhớt,treatment mãi chân_ái siêu_dầu không_ưng vón đổ khô_ráo nhớt,2
204100003,kèm tốt căng nhẹ thâm tốt,kèm tốt căng nhẹ thâm tốt,2
